Airline,Source,Destination,Total_Stops,Price,Duration(minute),Month_of_Journey,Day_of_Journey,Season,Time_of_Day,Flight_Duration_Category,Dep_Hour,Arr_Hour,Dep_Minute,Arr_Minute
4,3,0,1,8529.0,1695,6,12,1,0,0,16,20,30,45
3,0,2,0,3625.0,170,5,21,0,3,2,22,1,10,0
3,0,2,0,3419.0,175,5,21,0,3,2,0,3,30,25
3,1,4,0,3850.0,145,5,24,0,3,2,5,7,15,40
1,3,0,2,12802.0,1255,5,24,0,0,0,16,13,50,45
8,2,1,1,9748.0,360,3,6,0,0,1,15,21,55,55
3,2,1,1,6104.0,500,6,3,1,0,1,17,1,10,30
3,0,2,0,3943.0,180,6,21,1,3,2,21,0,15,15
3,2,1,1,7514.0,560,6,3,1,2,1,6,16,50,10
4,0,5,0,18308.0,160,3,6,0,1,2,19,22,55,35
1,4,3,2,17327.0,255,3,6,0,3,2,21,16,10,55
1,2,1,2,8892.0,1115,3,27,0,0,0,13,7,5,40
6,2,1,1,9794.0,520,5,27,0,2,1,10,19,20,0
3,0,2,0,4423.0,175,4,1,0,3,2,0,3,30,25
4,3,0,1,10844.0,1485,5,24,0,1,0,20,20,0,45
4,2,1,1,15554.0,1485,5,9,0,1,0,18,19,15,0
10,1,4,0,11982.0,140,5,1,0,0,2,17,20,45,5
3,4,3,0,4049.0,90,6,3,1,2,2,6,7,25,55
3,3,0,0,5618.0,155,3,24,0,0,2,14,16,20,55
1,2,1,2,13591.0,1380,6,27,1,1,0,20,19,15,15
6,2,1,1,9508.0,930,5,27,0,2,0,10,1,0,30
8,1,4,0,3543.0,135,6,18,1,2,2,9,12,45,0
4,0,2,0,7229.0,185,4,18,0,1,2,18,22,55,0
10,0,2,0,4668.0,170,6,18,1,2,2,11,14,30,20
4,3,0,1,14388.0,1200,5,21,0,0,0,14,10,5,5
4,3,0,1,10844.0,1025,5,15,0,1,0,18,12,55,0
1,2,1,1,7690.0,765,6,9,1,1,0,20,9,40,25
4,3,0,1,13067.0,1450,5,21,0,2,0,9,9,35,45
8,4,3,0,1965.0,90,4,3,0,3,2,5,7,45,15
4,2,1,1,16289.0,1610,3,9,0,0,0,16,18,0,50
1,3,0,1,10203.0,745,5,12,0,1,0,20,8,30,55
4,3,0,1,15149.0,570,5,6,0,0,1,14,23,5,35
10,3,0,1,9345.0,385,5,21,0,0,1,17,23,0,25
8,4,3,0,2017.0,90,5,18,0,3,2,5,7,45,15
10,3,0,1,9345.0,975,5,15,0,2,0,7,23,10,25
1,3,0,1,6528.0,1485,5,6,0,0,0,14,15,35,20
6,2,1,1,15603.0,380,3,3,0,2,1,7,13,0,20
8,2,1,1,5583.0,315,6,27,1,2,1,6,11,5,20
4,2,1,1,10577.0,1620,6,9,1,0,0,16,19,0,0
1,2,1,2,10651.0,1180,5,15,0,0,0,12,7,0,40
4,3,0,1,7594.0,875,6,12,1,0,0,14,4,5,40
0,3,0,1,6857.0,220,5,1,0,2,2,6,10,50,30
3,0,2,0,4423.0,170,4,27,0,0,2,13,15,0,50
4,2,1,2,13344.0,425,6,12,1,3,1,5,12,30,35
8,0,2,0,3971.0,175,4,27,0,3,2,21,0,10,5
4,2,1,1,18371.0,600,6,24,1,2,1,9,19,0,0
4,2,1,2,6643.0,1995,3,27,0,1,0,19,4,10,25
6,2,1,1,15077.0,465,3,6,0,2,1,11,19,30,15
1,0,2,0,6121.0,165,5,1,0,2,2,10,12,0,45
8,4,3,0,5755.0,80,3,3,0,0,2,13,14,10,30
1,2,1,1,4487.0,765,4,9,0,1,0,20,9,40,25
8,2,1,1,5158.0,270,5,21,0,2,2,8,13,45,15
4,3,0,1,8586.0,520,5,1,0,1,1,20,4,0,40
1,4,3,0,3100.0,80,6,1,1,2,2,6,7,20,40
4,4,3,0,3210.0,85,5,9,0,3,2,2,4,55,20
4,2,1,1,12373.0,1040,5,9,0,1,0,19,12,15,35
6,2,1,1,15135.0,730,3,3,0,2,0,6,18,40,50
4,2,1,2,13292.0,810,6,27,1,3,0,5,19,30,0
8,4,3,0,2017.0,90,6,6,1,0,2,13,14,15,45
10,4,3,1,12395.0,1500,3,6,0,3,0,21,22,55,55
8,1,4,0,3543.0,135,6,21,1,2,2,9,12,45,0
4,4,3,0,2228.0,90,5,6,0,1,2,19,21,35,5
0,2,1,1,11410.0,830,6,3,1,0,0,16,6,45,35
2,3,0,0,3514.0,155,6,24,1,0,2,15,17,20,55
4,3,0,1,13469.0,690,6,6,1,2,0,9,21,35,5
3,0,2,0,3943.0,180,4,9,0,3,2,21,0,15,15
10,0,5,0,7608.0,175,3,3,0,3,2,21,0,10,5
1,0,2,0,6961.0,165,5,27,0,2,2,10,12,0,45
6,2,1,1,12042.0,585,6,1,1,2,1,9,19,15,0
5,0,5,1,62427.0,400,3,1,0,3,1,5,12,45,25
1,0,5,2,9586.0,655,3,9,0,2,0,10,21,30,25
8,1,4,0,3543.0,135,6,1,1,2,2,8,10,20,35
4,2,1,2,13882.0,1630,6,9,1,2,0,9,12,25,35
4,3,0,1,8781.0,435,5,24,0,2,1,10,17,20,35
0,3,0,2,5192.0,500,6,12,1,0,1,15,23,10,30
3,2,1,1,6442.0,940,3,27,0,2,0,6,22,40,20
4,2,1,1,15554.0,825,5,6,0,3,0,22,12,50,35
4,3,0,1,10844.0,1285,5,21,0,1,0,18,16,55,20
3,4,3,0,2754.0,90,4,3,0,0,2,12,13,0,30
6,2,1,1,14067.0,420,5,21,0,0,1,14,21,0,0
2,2,1,1,5140.0,370,4,27,0,2,1,7,13,25,35
3,2,1,1,8330.0,895,5,9,0,2,0,10,1,35,30
4,4,3,0,5678.0,90,3,3,0,1,2,19,21,35,5
4,0,5,1,11087.0,1170,3,12,0,3,0,22,18,55,25
2,0,5,0,18558.0,175,3,1,0,1,2,20,23,55,50
3,4,3,0,16000.0,90,3,1,0,3,2,2,4,30,0
8,0,2,0,3573.0,175,5,6,0,3,2,21,0,10,5
6,2,1,1,7670.0,760,5,15,0,0,0,12,1,50,30
10,0,2,0,4878.0,155,5,15,0,0,2,17,19,0,35
4,2,1,2,11507.0,1295,6,27,1,3,0,21,19,25,0
0,2,1,1,8759.0,330,6,6,1,2,1,7,13,55,25
4,2,1,1,10262.0,1530,6,12,1,0,0,17,19,30,0
1,2,1,2,10975.0,1580,5,21,0,2,0,7,9,5,25
4,2,1,1,10262.0,550,6,6,1,1,1,19,4,15,25
6,2,1,1,6007.0,490,6,27,1,0,1,12,21,50,0
3,1,4,0,3858.0,145,3,21,0,2,2,11,14,35,0
3,2,1,1,6412.0,490,6,27,1,0,1,14,22,20,30
1,3,0,0,6245.0,150,4,21,0,0,2,14,16,15,45
1,2,1,2,9968.0,1410,6,9,1,1,0,19,19,45,15
6,2,1,1,18260.0,640,3,9,0,3,0,2,12,15,55
3,0,5,0,8855.0,175,3,3,0,1,2,18,21,25,20
4,3,0,1,10844.0,590,5,24,0,2,1,8,18,25,15
8,1,4,0,3597.0,135,5,27,0,2,2,8,10,20,35
4,3,0,1,13067.0,1685,5,6,0,0,0,17,21,0,5
4,0,5,1,13817.0,1070,3,12,0,0,0,16,10,55,45
1,0,5,1,11602.0,990,3,12,0,2,0,6,23,45,15
4,3,0,1,13941.0,1545,5,9,0,0,0,16,18,30,15
4,3,0,1,14151.0,1365,5,15,0,1,0,20,19,25,10
3,0,2,0,3943.0,170,5,15,0,3,2,4,6,0,50
4,3,0,1,10844.0,705,5,12,0,2,0,6,18,30,15
8,4,3,0,2753.0,90,6,18,1,3,2,5,7,45,15
4,2,1,1,14714.0,1005,6,12,1,3,0,2,19,15,0
6,2,1,1,9646.0,545,5,18,0,2,1,7,16,5,10
4,2,1,1,15554.0,330,5,9,0,2,1,7,12,5,35
1,0,5,2,13261.0,435,3,18,0,2,1,10,17,30,45
4,0,5,1,11087.0,1045,3,18,0,2,0,11,5,40,5
4,2,1,2,11507.0,810,6,15,1,3,0,5,19,30,0
6,2,1,1,9424.0,390,5,9,0,1,1,19,1,0,30
2,0,2,0,4937.0,170,4,12,0,2,2,11,14,40,30
8,0,2,0,3257.0,175,6,6,1,3,2,21,0,10,5
3,0,2,0,4823.0,170,5,6,0,2,2,8,11,30,20
3,1,4,0,5277.0,140,5,12,0,3,2,22,0,5,25
8,3,0,0,3873.0,150,4,9,0,0,2,17,19,10,40
4,3,0,1,10844.0,730,5,24,0,0,0,16,4,30,40
6,2,1,1,7198.0,510,5,27,0,0,1,17,1,0,30
1,2,1,0,6094.0,170,5,15,0,3,2,5,8,10,0
3,0,2,0,3943.0,165,5,3,0,2,2,6,8,5,50
3,0,2,0,3943.0,180,5,15,0,3,2,21,0,15,15
4,3,0,1,12681.0,960,4,1,0,1,0,20,12,0,0
10,0,2,0,5613.0,155,4,15,0,0,2,17,19,0,35
8,3,0,0,3873.0,145,5,24,0,2,2,9,11,0,25
4,2,1,1,12898.0,1415,5,27,0,0,0,13,12,0,35
4,2,1,2,15129.0,1375,5,9,0,3,0,5,4,30,25
8,1,4,0,3911.0,135,5,9,0,2,2,8,10,20,35
3,2,1,0,6015.0,195,6,12,1,3,2,21,0,5,20
4,0,5,1,54826.0,365,3,1,0,0,1,16,23,55,0
3,2,1,1,5073.0,305,3,27,0,1,1,20,1,30,35
3,1,4,0,4326.0,140,3,21,0,3,2,5,7,15,35
4,4,3,0,8040.0,90,6,3,1,2,2,10,11,20,50
4,0,2,0,7229.0,165,4,3,0,2,2,6,8,0,45
3,0,2,0,3943.0,170,6,15,1,0,2,13,15,0,50
1,0,5,3,14195.0,685,3,6,0,0,0,12,23,0,25
4,2,1,2,13292.0,1130,6,15,1,2,0,9,4,35,25
3,3,0,0,4174.0,155,4,3,0,2,2,11,14,30,5
4,0,5,1,16736.0,860,3,6,0,2,0,7,21,0,20
4,0,2,0,5198.0,165,5,12,0,2,2,6,8,0,45
6,2,1,1,15058.0,730,6,3,1,2,0,7,19,5,15
3,2,1,1,5073.0,300,4,3,0,2,2,10,15,35,35
6,2,1,1,10197.0,660,5,15,0,2,0,8,19,0,0
8,1,4,0,3543.0,140,6,27,1,0,2,17,20,45,5
4,0,2,0,7229.0,180,6,27,1,0,2,17,20,45,45
1,2,1,2,10966.0,1180,6,1,1,0,0,12,7,0,40
4,3,0,1,11134.0,570,3,24,0,0,1,13,23,55,25
0,3,0,0,3807.0,150,4,6,0,3,2,22,1,50,20
1,0,2,0,5228.0,170,5,6,0,0,2,13,16,20,10
3,1,4,0,3597.0,140,6,12,1,0,2,14,17,45,5
0,0,2,0,4483.0,165,5,18,0,2,2,11,13,10,55
4,2,1,1,10262.0,1015,6,24,1,2,0,11,4,30,25
8,2,1,1,5158.0,270,6,6,1,2,2,8,13,45,15
1,0,5,1,6010.0,1520,3,21,0,3,0,22,23,0,20
4,2,1,2,13376.0,1320,6,12,1,0,0,14,12,35,35
4,2,1,2,11543.0,1365,3,21,0,3,0,5,4,40,25
6,2,1,1,15342.0,560,3,6,0,2,1,9,19,55,15
8,0,5,0,6309.0,175,3,15,0,2,2,9,12,35,30
10,0,2,0,5823.0,165,5,24,0,1,2,19,22,30,15
8,3,0,0,3873.0,155,6,1,1,2,2,6,9,55,30
4,2,1,1,12898.0,1270,5,27,0,3,0,21,19,50,0
3,2,1,1,6979.0,500,5,15,0,0,1,17,1,10,30
1,3,0,2,13437.0,1410,5,12,0,0,0,16,16,45,15
4,2,1,1,6017.0,1015,3,27,0,2,0,11,4,30,25
4,2,1,1,14053.0,330,3,21,0,2,1,7,12,5,35
3,1,4,0,7295.0,145,3,6,0,2,2,11,14,35,0
4,3,0,1,13044.0,1495,6,12,1,1,0,18,19,55,50
4,0,2,0,4030.0,175,5,3,0,2,2,11,14,10,5
1,0,5,2,13942.0,1625,3,6,0,2,0,8,11,15,20
4,3,0,1,14781.0,705,5,12,0,2,0,6,18,30,15
8,0,5,0,3579.0,170,3,24,0,3,2,5,8,45,35
3,2,1,1,5530.0,320,5,27,0,2,1,6,12,50,10
4,3,0,1,10844.0,345,5,12,0,0,1,14,19,5,50
1,2,1,1,8372.0,675,6,6,1,2,0,8,19,0,15
4,2,1,1,16289.0,775,3,9,0,2,0,6,19,50,45
1,2,1,2,11701.0,1275,5,6,0,3,0,22,19,0,15
7,2,1,1,11269.0,570,3,21,0,2,1,6,15,0,30
6,2,1,1,9385.0,750,5,18,0,0,0,13,1,0,30
4,3,0,1,14151.0,395,5,24,0,0,1,17,23,0,35
4,0,2,0,4544.0,180,4,9,0,2,2,8,11,20,20
4,0,5,1,11087.0,850,3,12,0,1,0,20,10,35,45
3,3,0,0,5224.0,155,6,3,1,3,2,4,7,40,15
3,3,0,0,4804.0,155,6,27,1,2,2,9,12,35,10
1,4,3,1,6901.0,880,3,12,0,3,0,5,20,55,35
6,2,1,1,5999.0,465,3,21,0,0,1,14,22,35,20
10,0,2,0,5403.0,170,4,9,0,3,2,21,23,0,50
4,2,1,2,13014.0,810,6,12,1,3,0,5,19,30,0
4,4,3,0,4995.0,85,5,6,0,2,2,7,8,5,30
4,3,0,1,13941.0,1545,5,21,0,2,0,6,8,30,15
4,2,1,2,11507.0,1295,6,3,1,3,0,21,19,25,0
6,2,1,1,12192.0,660,6,15,1,2,0,8,19,0,0
6,2,1,1,7198.0,450,5,27,0,1,1,18,1,0,30
3,2,1,0,5000.0,195,6,21,1,0,2,14,17,25,40
8,3,0,0,3841.0,155,4,3,0,2,2,6,9,55,30
4,2,1,1,12347.0,350,3,21,0,0,1,13,18,0,50
10,1,4,0,11982.0,140,6,15,1,0,2,17,20,45,5
4,0,5,1,16736.0,700,3,6,0,1,0,20,8,35,15
3,3,0,0,4174.0,155,4,15,0,0,2,17,19,15,50
8,3,0,0,3841.0,145,6,27,1,2,2,9,11,0,25
4,2,1,1,17024.0,1440,3,6,0,1,0,19,19,45,45
3,0,2,0,3943.0,180,5,24,0,3,2,21,0,15,15
3,2,1,1,6442.0,635,6,3,1,2,0,11,22,55,30
1,2,1,2,11762.0,2170,3,9,0,2,0,7,19,5,15
8,3,0,0,4174.0,145,4,24,0,2,2,9,11,0,25
3,3,0,0,4804.0,155,6,18,1,3,2,4,7,40,15
6,2,1,1,13377.0,690,6,6,1,0,0,14,1,0,30
4,0,2,0,7229.0,175,4,1,0,2,2,11,14,10,5
3,0,5,0,8855.0,170,3,15,0,3,2,22,1,20,10
6,2,1,1,7741.0,535,6,27,1,2,1,10,19,20,15
4,0,5,1,22270.0,315,3,1,0,2,1,8,13,0,15
6,2,1,1,7740.0,735,6,3,1,2,0,8,21,45,0
1,3,0,2,14960.0,1600,6,9,1,2,0,9,12,50,30
4,2,1,1,12032.0,535,3,27,0,2,1,9,18,55,50
1,4,3,0,5462.0,80,3,6,0,3,2,21,22,5,25
4,2,1,1,12347.0,1385,3,21,0,1,0,19,18,45,50
1,1,4,0,3145.0,135,3,27,0,2,2,11,13,40,55
4,0,5,1,7832.0,520,3,21,0,2,1,11,20,40,20
3,3,0,0,4804.0,150,6,21,1,0,2,15,17,15,45
3,2,1,1,10482.0,305,3,9,0,3,1,2,7,5,10
4,2,1,1,12373.0,1015,5,18,0,2,0,11,4,30,25
6,2,1,1,10478.0,915,3,3,0,2,0,7,22,5,20
4,2,1,2,13029.0,1125,5,18,0,2,0,9,4,40,25
1,2,1,1,6482.0,1255,3,21,0,0,0,12,9,30,25
4,2,1,1,15554.0,600,5,18,0,2,1,9,19,0,0
6,2,1,1,11789.0,615,6,12,1,2,0,8,19,45,0
3,3,0,1,9413.0,340,3,24,0,0,1,14,20,30,10
1,3,0,1,7662.0,1700,6,9,1,0,0,16,21,45,5
6,2,1,1,7888.0,390,5,21,0,1,1,19,1,0,30
0,3,0,1,5192.0,955,5,15,0,2,0,7,23,35,30
6,2,1,1,6007.0,640,6,24,1,2,0,10,21,20,0
4,2,1,1,12898.0,1595,5,27,0,2,0,10,12,0,35
1,0,5,2,11885.0,1545,3,18,0,2,0,8,10,50,35
10,3,0,1,14360.0,355,3,24,0,0,1,17,22,0,55
1,3,0,2,14330.0,1185,5,12,0,0,0,16,12,45,30
6,2,1,1,6076.0,555,3,27,0,0,1,13,22,5,20
8,3,0,0,4622.0,160,3,1,0,2,2,6,9,55,35
4,3,0,1,14388.0,665,5,9,0,3,0,21,8,10,15
6,2,1,1,9794.0,615,5,21,0,2,0,8,19,45,0
3,3,0,0,4804.0,150,6,3,1,0,2,15,17,15,45
4,3,0,1,9663.0,450,5,9,0,3,1,21,4,10,40
2,2,1,1,5842.0,370,5,9,0,2,1,7,13,25,35
6,2,1,1,15603.0,510,3,3,0,2,1,7,15,0,30
3,3,0,0,5618.0,165,3,3,0,3,2,22,0,10,55
3,3,0,0,6565.0,155,3,3,0,0,2,14,16,20,55
8,2,1,1,5221.0,295,4,15,0,0,2,17,22,55,50
4,2,1,2,10368.0,560,6,27,1,2,1,9,19,40,0
1,2,1,1,7480.0,765,6,24,1,1,0,20,9,40,25
4,2,1,2,13882.0,1490,6,12,1,2,0,11,12,45,35
3,2,1,1,6442.0,560,6,24,1,2,1,6,16,50,10
3,0,2,0,4823.0,175,6,24,1,2,2,7,10,10,5
8,3,0,0,3873.0,150,5,21,0,0,2,17,19,10,40
4,3,0,1,12121.0,1075,5,1,0,0,0,17,10,0,55
3,0,2,0,4423.0,170,4,27,0,2,2,10,13,10,0
1,3,0,0,5510.0,150,6,24,1,0,2,14,16,15,45
4,0,2,0,7229.0,180,4,6,0,2,2,8,11,20,20
4,2,1,1,10577.0,1010,6,9,1,1,0,19,12,45,35
4,4,3,0,8040.0,90,3,27,0,2,2,10,11,20,50
4,2,1,1,14714.0,360,6,3,1,0,1,13,19,0,0
4,0,2,0,7229.0,165,6,9,1,2,2,6,8,0,45
6,2,1,2,6653.0,855,3,21,0,2,0,7,21,5,20
3,2,1,1,6442.0,665,6,24,1,3,0,5,16,5,10
3,3,0,0,4804.0,160,5,12,0,3,2,21,0,25,5
1,2,1,2,9417.0,1210,5,9,0,0,0,13,9,15,25
4,3,0,1,10844.0,1495,5,24,0,1,0,18,19,55,50
4,0,2,0,7229.0,180,5,12,0,0,2,17,20,45,45
4,2,1,1,15400.0,590,3,6,0,2,1,9,18,0,50
3,2,1,1,6416.0,750,6,15,1,2,0,8,21,30,0
1,0,2,0,5176.0,170,4,3,0,0,2,13,16,20,10
3,2,1,1,9264.0,575,3,21,0,0,1,16,1,0,35
6,2,1,1,13587.0,720,6,6,1,2,0,9,21,0,0
8,1,4,0,3597.0,135,5,1,0,2,2,8,10,20,35
0,0,2,0,4282.0,170,4,27,0,3,2,4,7,55,45
4,4,3,0,4995.0,85,6,27,1,2,2,7,8,5,30
3,3,0,0,4804.0,155,6,1,1,1,2,20,22,20,55
4,3,0,1,10844.0,590,5,6,0,2,1,6,16,30,20
4,2,1,1,14714.0,885,6,1,1,3,0,21,12,50,35
4,3,0,1,14571.0,730,6,6,1,3,0,21,9,10,20
4,0,5,1,7832.0,1425,3,21,0,2,0,11,11,40,25
4,3,0,1,11467.0,1295,4,1,0,1,0,20,18,25,0
4,3,0,1,10953.0,1075,5,9,0,0,0,17,10,0,55
3,3,0,0,4148.0,160,3,9,0,1,2,20,23,25,5
8,3,0,0,3873.0,145,5,9,0,2,2,9,11,0,25
3,0,2,0,3943.0,170,4,27,0,3,2,22,1,10,0
0,2,1,1,6151.0,330,3,27,0,0,1,16,22,45,15
10,4,3,1,12080.0,850,3,12,0,2,0,8,22,45,55
4,3,0,1,13584.0,845,5,9,0,1,0,20,10,0,5
3,2,1,1,6979.0,845,5,6,0,2,0,11,1,25,30
0,0,5,0,4482.0,165,3,9,0,3,2,23,2,25,10
3,3,0,1,6284.0,325,4,1,0,1,1,18,23,5,30
3,3,0,1,4226.0,220,5,24,0,1,2,19,23,35,15
3,2,1,1,6442.0,570,3,9,0,2,1,6,16,40,10
4,2,1,1,12373.0,520,5,18,0,1,1,19,4,45,25
4,0,5,1,11297.0,550,3,12,0,3,1,5,15,50,0
1,3,0,2,14083.0,920,5,24,0,2,0,10,1,0,20
4,2,1,0,7202.0,195,6,3,1,2,2,11,14,0,15
6,2,1,1,11667.0,590,3,21,0,2,1,9,18,0,50
4,3,0,1,10844.0,1400,5,24,0,1,0,18,18,55,15
1,0,5,1,5932.0,1265,3,15,0,2,0,11,8,50,55
6,2,1,1,9001.0,630,6,24,1,2,0,8,19,45,15
4,3,0,1,13469.0,395,6,6,1,0,1,17,23,0,35
3,4,3,0,2227.0,90,6,15,1,3,2,21,22,20,50
3,2,1,1,5636.0,315,5,15,0,2,1,7,12,15,30
6,2,1,2,15965.0,625,6,6,1,0,0,15,1,5,30
3,2,1,1,5054.0,305,6,24,1,1,1,20,1,25,30
6,2,1,1,5999.0,540,3,21,0,2,1,7,16,10,10
3,0,2,0,4823.0,175,5,1,0,2,2,7,10,10,5
8,3,0,1,8479.0,435,6,12,1,2,1,11,18,35,50
10,3,0,1,8452.0,930,5,15,0,2,0,7,22,10,40
4,2,1,1,14924.0,660,6,3,1,2,0,8,19,0,0
1,2,1,2,10441.0,1410,6,3,1,1,0,19,19,45,15
6,2,1,1,7485.0,900,5,21,0,2,0,6,21,0,0
4,0,2,0,6478.0,180,6,6,1,2,2,8,11,20,20
4,2,1,2,15129.0,1775,5,27,0,0,0,13,19,25,0
3,3,0,1,3809.0,265,5,1,0,1,2,19,23,20,45
4,2,1,1,18581.0,660,6,24,1,2,0,8,19,0,0
3,3,0,0,5224.0,155,6,9,1,3,2,22,0,15,50
3,2,1,1,8330.0,500,5,9,0,0,1,17,1,10,30
1,0,2,0,6961.0,165,6,9,1,2,2,10,12,0,45
4,2,1,1,10262.0,660,6,9,1,2,0,8,19,0,0
3,4,3,0,2754.0,90,6,21,1,3,2,2,4,35,5
6,2,1,1,13727.0,630,5,18,0,0,0,15,1,0,30
2,0,2,0,3898.0,165,4,27,0,1,2,20,23,55,40
4,0,5,1,11087.0,810,3,12,0,3,0,22,12,55,25
0,0,2,0,3383.0,170,4,6,0,3,2,23,2,55,45
4,2,1,1,12557.0,1520,3,21,0,0,0,17,18,30,50
4,2,1,2,8273.0,1325,3,21,0,2,0,6,4,20,25
1,4,3,2,9736.0,545,3,12,0,2,1,10,19,5,10
4,2,1,1,10262.0,1530,6,24,1,0,0,17,19,30,0
4,2,1,2,11664.0,810,4,9,0,3,0,5,19,30,0
3,0,2,0,4591.0,170,5,1,0,3,2,23,2,30,20
4,0,5,1,13502.0,305,3,18,0,0,1,14,19,5,10
1,2,1,1,8372.0,375,6,27,1,0,1,13,19,0,15
1,0,2,0,6121.0,165,4,21,0,2,2,6,8,10,55
10,0,5,0,5613.0,155,3,21,0,0,2,16,18,0,35
3,2,1,1,5298.0,320,4,6,0,2,1,6,12,50,10
4,2,1,1,15764.0,1050,3,9,0,3,0,2,19,15,45
0,2,1,1,6253.0,870,6,15,1,2,0,7,22,55,25
4,3,0,1,8586.0,375,5,18,0,3,1,5,12,45,0
4,2,1,2,12273.0,1325,3,27,0,2,0,6,4,20,25
3,4,3,0,2227.0,90,5,15,0,3,2,21,22,20,50
4,0,2,0,5769.0,180,6,12,1,1,2,19,22,50,50
10,2,1,0,6216.0,190,4,18,0,0,2,14,17,40,50
3,2,1,1,6386.0,345,6,3,1,3,1,2,7,0,45
6,2,1,1,16108.0,555,6,1,1,2,1,10,19,0,15
8,3,0,0,3873.0,140,5,24,0,3,2,22,0,20,40
3,2,1,1,6270.0,895,4,9,0,2,0,10,1,35,30
1,0,2,0,5911.0,170,4,12,0,3,2,21,23,5,55
6,2,1,1,15077.0,605,3,6,0,2,0,9,19,10,15
4,0,5,1,31825.0,890,3,1,0,1,0,20,11,35,25
8,3,0,1,8479.0,435,5,6,0,2,1,11,18,35,50
10,3,0,1,9397.0,1555,5,12,0,2,0,7,9,10,5
4,2,1,1,10262.0,1655,6,3,1,2,0,9,12,0,35
3,2,1,0,4729.0,195,4,3,0,3,2,5,8,35,50
4,2,1,1,14714.0,1530,6,1,1,0,0,17,19,30,0
3,3,0,0,4804.0,155,5,15,0,0,2,17,19,15,50
3,3,0,0,4804.0,165,6,3,1,1,2,20,23,25,10
1,4,3,0,2050.0,80,4,1,0,3,2,21,22,5,25
6,2,1,1,8371.0,705,3,27,0,2,0,7,19,30,15
6,2,1,1,12192.0,540,6,27,1,2,1,10,19,0,0
7,2,1,1,14629.0,770,3,21,0,2,0,6,18,0,50
3,0,2,0,4823.0,175,4,9,0,1,2,18,21,25,20
6,2,1,1,14323.0,375,5,9,0,0,1,13,19,0,15
4,2,1,2,15129.0,1390,5,9,0,0,0,13,12,25,35
3,2,1,1,6758.0,860,5,18,0,2,0,6,21,40,0
6,2,1,1,14848.0,615,5,21,0,2,0,9,19,0,15
1,0,5,2,12358.0,1670,3,3,0,2,0,6,10,45,35
4,0,2,0,4030.0,185,5,21,0,1,2,18,22,55,0
1,3,0,0,4960.0,150,3,9,0,0,2,14,16,15,45
1,2,1,2,8656.0,1595,3,27,0,0,0,16,19,40,15
3,2,1,1,14871.0,710,3,6,0,2,0,9,21,10,0
2,2,1,1,4563.0,440,3,27,0,2,1,6,13,0,20
3,4,3,0,4784.0,85,3,6,0,3,2,21,22,20,45
3,0,2,0,4823.0,170,6,1,1,1,2,20,22,0,50
10,1,4,0,3687.0,135,5,3,0,2,2,7,9,5,20
4,0,2,0,7229.0,175,4,27,0,0,2,15,18,15,10
4,0,2,0,7229.0,180,4,15,0,2,2,7,10,10,10
1,2,1,1,7174.0,1010,4,21,0,2,0,6,23,10,0
1,2,1,2,11071.0,1490,3,21,0,2,0,6,7,50,40
3,2,1,1,6979.0,965,5,15,0,3,0,4,21,55,0
3,1,4,0,3850.0,140,5,15,0,2,2,7,10,55,15
4,3,0,1,13044.0,800,6,12,1,1,0,20,9,0,20
4,2,1,1,12373.0,450,5,18,0,1,1,20,4,55,25
1,2,1,2,13801.0,1100,5,18,0,0,0,13,7,20,40
3,0,2,0,4823.0,170,6,1,1,2,2,8,11,30,20
1,2,1,1,6587.0,1535,6,9,1,3,0,5,6,15,50
3,4,3,0,2227.0,95,6,3,1,1,2,20,21,5,40
4,3,0,1,14151.0,1285,6,9,1,0,0,17,14,0,25
1,0,5,2,25430.0,2315,3,1,0,2,0,8,23,50,25
8,0,2,0,4319.0,175,6,27,1,3,2,21,0,10,5
1,2,1,1,14462.0,1660,3,3,0,3,0,4,7,0,40
4,3,0,1,8586.0,1655,5,21,0,2,0,6,10,30,5
1,3,0,1,7662.0,675,6,9,1,2,0,9,21,50,5
4,4,3,0,4995.0,85,5,3,0,2,2,7,8,5,30
6,2,1,1,7408.0,720,6,9,1,2,0,9,21,0,0
4,4,3,0,5678.0,90,3,15,0,1,2,19,21,35,5
4,4,3,0,5678.0,90,6,9,1,1,2,19,21,35,5
4,0,5,1,26890.0,950,3,1,0,2,0,8,0,55,45
1,4,3,2,13904.0,2245,3,6,0,2,0,6,19,0,25
4,2,1,2,15318.0,505,6,1,1,1,1,20,4,0,25
10,3,0,1,8452.0,1580,5,15,0,1,0,20,22,20,40
3,2,1,1,6314.0,625,6,9,1,2,0,10,21,35,0
1,3,0,1,10203.0,625,5,1,0,2,0,10,20,0,25
8,1,4,0,3597.0,135,6,15,1,2,2,8,10,20,35
6,2,1,1,8266.0,535,6,12,1,2,1,10,19,20,15
4,2,1,1,12373.0,885,5,18,0,3,0,21,12,50,35
4,0,5,1,36235.0,435,3,1,0,0,1,14,21,5,20
3,2,1,1,14871.0,755,3,3,0,2,0,8,21,25,0
4,0,2,0,7229.0,180,4,12,0,0,2,17,20,45,45
3,3,0,0,4804.0,155,4,24,0,3,2,22,0,15,50
3,0,5,0,7303.0,175,3,3,0,1,2,20,22,0,55
6,2,1,1,13587.0,570,6,1,1,2,1,11,21,30,0
6,2,1,1,7740.0,455,5,18,0,0,1,14,22,55,30
